,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100,sample_101,sample_102,sample_103,sample_104,sample_105,sample_106,sample_107,sample_108,sample_109,sample_110,sample_111,sample_112,sample_113,sample_114,sample_115,sample_116,sample_117,sample_118,sample_119,sample_120,sample_121,sample_122,sample_123,sample_124,sample_125,sample_126,sample_127,sample_128,sample_129,sample_130,sample_131,sample_132,sample_133,sample_134,sample_135,sample_136,sample_137,sample_138,sample_139,sample_140,sample_141,sample_142,sample_143,sample_144,sample_145,sample_146,sample_147,sample_148,sample_149,sample_150,sample_151,sample_152,sample_153,sample_154,sample_155,sample_156,sample_157,sample_158,sample_159,sample_160,sample_161,sample_162,sample_163,sample_164,sample_165,sample_166,sample_167,sample_168,sample_169,sample_170,sample_171,sample_172,sample_173,sample_174,sample_175,sample_176,sample_177,sample_178,sample_179,sample_180,sample_181,sample_182,sample_183,sample_184,sample_185,sample_186,sample_187,sample_188,sample_189,sample_190,sample_191,sample_192,sample_193,sample_194,sample_195,sample_196,sample_197,sample_198,sample_199,sample_200,sample_201
big_pole_sensor_30cm_4_15 10_filtered.csv,0.066503181,0.073083462,0.073101242,0.066165567,0.070081133,0.075486748,0.06695462,0.067900268,0.076078867,0.067986004,0.067490389,0.075159874,0.06840943,0.068836456,0.073563677,0.067976472,0.071055882,0.072093761,0.067163228,0.072970536,0.071097094,0.066801667,0.073761959,0.070427304,0.067503986,0.073317496,0.069740879,0.069274246,0.072117468,0.068854017,0.071540728,0.070831384,0.067886188,0.073522337,0.069951348,0.067137262,0.074621615,0.069662999,0.06687155,0.074608937,0.069913227,0.067189028,0.073584767,0.070536915,0.068029174,0.071829253,0.071351033,0.06926181,0.069642496,0.072187633,0.070802213,0.067240915,0.072872474,0.072686147,0.064750534,0.0731861,0.075036931,0.062299861,0.072877214,0.077891917,0.060141769,0.071799188,0.080953234,0.058665265,0.070173264,0.083438469,0.058174475,0.068860992,0.084227583,0.058455701,0.069437757,0.082359582,0.058354405,0.073906951,0.077682697,0.055670898,0.084088614,0.071307896,0.047559982,0.100891477,0.065587518,0.031406172,0.12371851,0.063530851,0.005952517,0.150241849,0.067780878,-0.02772626,0.176721332,0.079513467,-0.065894085,0.198844722,0.097758628,-0.102755446,0.212811267,0.11949754,-0.131854824,0.216281428,0.140495898,-0.147795289,0.208951521,0.156508539,-0.147753032,0.192671015,0.164481051,-0.132381944,0.171003686,0.16349797,-0.105752144,0.148161208,0.155175586,-0.074120272,0.127602684,0.14315562,-0.043854636,0.110997213,0.131716346,-0.019419816,0.098120793,0.124108438,-0.002342224,0.087633948,0.121437064,0.008530948,0.078180608,0.122550403,0.015828296,0.069218511,0.124866577,0.02215823,0.061228207,0.125714732,0.028987361,0.055242758,0.123571112,0.036360248,0.05200288,0.118589959,0.043459553,0.051305959,0.112214285,0.049505394,0.051984161,0.106198074,0.054374319,0.052503879,0.101647321,0.058614855,0.051805,0.098570897,0.062948221,0.049893599,0.096100851,0.067632475,0.047846161,0.093180902,0.072135001,0.04720351,0.089277978,0.075362928,0.049088104,0.084684806,0.076333246,0.053550566,0.080261639,0.074862362,0.059514289,0.076827957,0.071827001,0.065330282,0.074618323,0.068806676,0.069614558,0.073149176,0.067276899,0.071905825,0.071591253,0.067777901,0.072777435,0.069451167,0.069541499,0.073311583,0.06714194,0.07088346,0.074218566,0.065979626,0.070260989,0.075192843,0.067414935,0.067399319,0.07505995,0.071866207,0.063679692,0.072747341,0.077980086,0.061361697,0.068422308,0.083049056,0.062029558,0.063828058,0.084578935
big_pole_sensor_30cm_4_14 9_filtered.csv,0.150533942,0.153805293,0.150731565,0.150735778,0.154548036,0.149416873,0.150942608,0.156110421,0.147806291,0.150565268,0.157956874,0.146942195,0.149530044,0.159044928,0.147477195,0.148508976,0.15844998,0.14915104,0.148511702,0.15605505,0.150926289,0.150131923,0.152722935,0.151693565,0.153042154,0.149816822,0.151022355,0.156098598,0.14840013,0.1494529,0.157993425,0.148631082,0.148131705,0.158033817,0.149767234,0.148028083,0.156490151,0.150790087,0.149318096,0.154250188,0.151145701,0.151408434,0.152112734,0.150998987,0.153493041,0.150341349,0.150891214,0.155095979,0.148757667,0.151223489,0.156191896,0.147125494,0.152042633,0.156944562,0.14537574,0.153262431,0.157438159,0.143412263,0.155022727,0.15779431,0.14066789,0.157682589,0.15871039,0.135924147,0.161205299,0.161982037,0.127811221,0.164243534,0.170425396,0.115915469,0.163598575,0.186930671,0.101927462,0.154627161,0.212930775,0.090094569,0.132684122,0.247015321,0.086478123,0.095102698,0.284521275,0.097056134,0.04280413,0.318569984,0.125381571,-0.019336627,0.34222975,0.170906851,-0.083593346,0.350741554,0.228761387,-0.141315005,0.34274642,0.290895851,-0.184722792,0.320233084,0.347875339,-0.208112832,0.287712101,0.390707445,-0.208662949,0.251213629,0.412576826,-0.187125332,0.217221515,0.410499504,-0.14816309,0.191337875,0.386496734,-0.099695586,0.176774034,0.347516966,-0.050967283,0.173294948,0.303642819,-0.009895497,0.177334416,0.26500319,0.019152362,0.183463776,0.238622831,0.036138216,0.18659473,0.226574069,0.044475346,0.183840264,0.22610221,0.049129951,0.175226804,0.23140824,0.054635599,0.163144869,0.236165839,0.063724752,0.150983287,0.235772377,0.076893124,0.141610135,0.22859081,0.09285686,0.136315833,0.215870548,0.109562133,0.134611191,0.20055934,0.125201022,0.134896092,0.185698703,0.138729889,0.13556088,0.173250799,0.149754843,0.135830249,0.163850431,0.158103605,0.135862058,0.157328841,0.163569591,0.13616992,0.153391304,0.166054532,0.136931597,0.151895358,0.165892691,0.137752586,0.152664454,0.16396584,0.137990511,0.15517631,0.161451378,0.137287807,0.158479409,0.159384646,0.135859055,0.161422421,0.158369794,0.134347965,0.162979156,0.158606982,0.133487735,0.162424536,0.160027231,0.133920028,0.15942543,0.162218303,0.136171888,0.15428187,0.164226341,0.14046362,0.148236771,0.164723908,0.146247795,0.143336695,0.162811791,0.151975553,0.141457249,0.158889591,0.155744059,0.143043529,0.154561739,0.156545222
big_pole_sensor_30cm_4_14 8_filtered.csv,0.088329661,0.077451464,0.08516641,0.087176831,0.076962992,0.086814203,0.086269731,0.076271973,0.088098428,0.085659901,0.076106768,0.088503019,0.085106113,0.076908317,0.088037542,0.084384478,0.078536013,0.087066507,0.083578848,0.080383451,0.085955515,0.083085908,0.081782216,0.084831473,0.08335179,0.082389509,0.083580999,0.084562765,0.082336611,0.082013354,0.086500454,0.082105559,0.080041077,0.088627659,0.082250359,0.077774341,0.090323811,0.083118225,0.075511394,0.091140821,0.084678142,0.073643069,0.090985341,0.086522441,0.072494247,0.090151407,0.08805945,0.072183383,0.089154279,0.088792097,0.07262544,0.088450445,0.088471851,0.073677976,0.088282244,0.087041596,0.075208245,0.088784017,0.084586198,0.076889348,0.090123858,0.081580927,0.077913569,0.09227926,0.07935264,0.077103609,0.094385885,0.080239615,0.073661777,0.094140957,0.08701205,0.068208434,0.087861821,0.101669588,0.063440088,0.071385899,0.124203034,0.063918728,0.041499835,0.151964094,0.074928036,-0.002668179,0.180001205,0.100748906,-0.058810316,0.202266638,0.142932929,-0.121393858,0.213263895,0.199104508,-0.182402735,0.209658328,0.262682024,-0.232791456,0.191444583,0.323792222,-0.264484682,0.162300664,0.371401938,-0.272499789,0.128874459,0.396233238,-0.256515169,0.0990483,0.393556758,-0.22119416,0.079655725,0.364766733,-0.174961112,0.074486913,0.316996882,-0.127608976,0.083385854,0.260879809,-0.087639363,0.102722144,0.20735913,-0.060251241,0.126885964,0.164755698,-0.046523483,0.150110434,0.137043708,-0.043865831,0.167942549,0.123735099,-0.047397859,0.177947226,0.121126574,-0.051655537,0.179622869,0.124170086,-0.052044352,0.173874093,0.128146435,-0.045750732,0.162473254,0.129691939,-0.032104904,0.147675706,0.127174563,-0.012437078,0.131875488,0.120586506,0.010539977,0.117201683,0.111106063,0.033656601,0.105126074,0.100492638,0.05420858,0.096226841,0.090494777,0.070584994,0.090207248,0.082398385,0.082456641,0.08617889,0.076777648,0.090539844,0.083108135,0.073476886,0.09608351,0.080240871,0.071809744,0.100303227,0.077334098,0.070890259,0.103970289,0.07464895,0.069956381,0.107232124,0.072795719,0.068611552,0.109601461,0.072498762,0.067011974,0.110089622,0.074254902,0.065967194,0.107570513,0.077922969,0.066789231,0.101403773,0.082452298,0.070746112,0.092126729,0.086042805,0.078193976,0.08178902,0.08691138,0.087816447,0.073446828,0.084435666,0.096668255,0.069724202,0.079905429,0.101473837,0.071191536,0.075987217,0.100631539
big_pole_sensor_30cm_4_14 7_filtered.csv,0.049850397,0.049729483,0.05778584,0.050795515,0.050540728,0.056109845,0.051159796,0.052050862,0.054530054,0.051005416,0.053534382,0.053512488,0.050779795,0.054173434,0.053225648,0.051089432,0.053463111,0.053457391,0.052397495,0.051478047,0.05369154,0.054789811,0.048896701,0.053323829,0.057859731,0.046774932,0.051997893,0.060730682,0.046090935,0.049960129,0.062303571,0.047175397,0.048165836,0.061787894,0.049339411,0.047865674,0.059308407,0.051089045,0.049764898,0.056097776,0.050987892,0.053343091,0.053933146,0.048643649,0.056960186,0.054082933,0.045077862,0.058775498,0.056478385,0.04219145,0.057874247,0.059657003,0.041673765,0.05489338,0.061521383,0.043986172,0.051766031,0.060544997,0.047967204,0.050643578,0.056849748,0.051327057,0.052444797,0.052584665,0.051918688,0.055710913,0.051282264,0.049295335,0.056396289,0.056312532,0.045845588,0.048871876,0.069025193,0.046867983,0.027878061,0.087432035,0.059340619,-0.009313913,0.106132819,0.089702784,-0.061404009,0.117666635,0.141401807,-0.122821743,0.11484886,0.213081619,-0.184814398,0.093224315,0.298056727,-0.237435091,0.052758256,0.385238662,-0.271796104,-0.001714889,0.461267507,-0.282097371,-0.061319885,0.513434043,-0.267105109,-0.115097292,0.532856205,-0.230651065,-0.152842312,0.517034668,-0.180621322,-0.16817137,0.470640051,-0.126386405,-0.160608368,0.403843954,-0.075619596,-0.135535491,0.328736901,-0.032068509,-0.101838035,0.255498362,0.004604401,-0.068366411,0.190081702,0.037047685,-0.04096244,0.134169498,0.067749891,-0.021308661,0.08682877,0.097291448,-0.007705429,0.046574321,0.124037558,0.003081249,0.012744027,0.14505113,0.013987944,-0.014170412,0.15748126,0.026502335,-0.032961582,0.159763536,0.040316452,-0.042476487,0.152297522,0.053659224,-0.042390174,0.137480145,0.064119871,-0.033738583,0.119102775,0.069699413,-0.019019345,0.101261636,0.069742551,-0.001743669,0.087095245,0.065354707,0.014507437,0.077831109,0.059040004,0.027172646,0.072610017,0.053682751,0.035405408,0.069201996,0.051392505,0.0400207,0.06522169,0.052775738,0.042816668,0.059220806,0.056840401,0.045718078,0.05126192,0.061381933,0.050084456,0.042936229,0.063665749,0.056244221,0.036914079,0.061359011,0.063233695,0.036046358,0.053633195,0.068892538,0.042059694,0.042044358,0.07061065,0.054216217,0.03047635,0.066766921,0.06877235,0.023612899,0.058202254,0.080123284,0.024362621,0.048462077,0.083610882,0.031913912,0.041996048,0.078330572,0.042211563,0.041326904,0.067612567
big_pole_sensor_30cm_4_14 6_filtered.csv,0.179195081,0.076342689,0.178192914,0.182894153,0.086391314,0.165543045,0.183490036,0.09892024,0.153976617,0.180921376,0.112741666,0.144479738,0.175660128,0.126455866,0.137655273,0.168697916,0.138648417,0.133599737,0.161389809,0.148188851,0.131848227,0.155111038,0.15459021,0.131497594,0.150762196,0.158208157,0.131588911,0.148376737,0.16003799,0.13159162,0.147150247,0.161144323,0.13165934,0.145955863,0.162064127,0.132449093,0.144059057,0.16256217,0.134593543,0.141599447,0.16189601,0.138149302,0.139527652,0.159430454,0.142398872,0.139002577,0.155191679,0.14618703,0.140616198,0.149977255,0.14860349,0.143939322,0.144946428,0.149572369,0.147692611,0.140955442,0.149911862,0.150498572,0.138125446,0.150659197,0.151758556,0.136131004,0.151944318,0.151915858,0.135271055,0.152238284,0.151610782,0.137648101,0.148833024,0.150070953,0.147389487,0.139622804,0.143868842,0.169355751,0.125189148,0.127113496,0.206879971,0.109822881,0.093216256,0.259769679,0.100776768,0.037441532,0.323536642,0.106060426,-0.040790485,0.390040797,0.131689663,-0.136575138,0.449151735,0.179336934,-0.239506155,0.49088291,0.245051846,-0.335046558,0.507586679,0.319367544,-0.407213809,0.495952286,0.38888227,-0.442332411,0.45841534,0.439305162,-0.433114574,0.40320387,0.459557293,-0.381577088,0.342318045,0.445659934,-0.299135171,0.287746336,0.402589164,-0.203305184,0.247485199,0.342894756,-0.112239839,0.223284456,0.282490871,-0.039480402,0.211093448,0.235491011,0.008985205,0.203681719,0.210262974,0.034645576,0.193948135,0.208003619,0.044073061,0.177451463,0.223828864,0.045655445,0.153401464,0.249371672,0.046811263,0.124222921,0.275582541,0.052386866,0.094350775,0.294834853,0.064198551,0.068905361,0.302121771,0.081315246,0.052535507,0.295580731,0.100749073,0.048400457,0.276573611,0.118475027,0.057268555,0.249262034,0.130771362,0.076994886,0.219472391,0.135607721,0.102836357,0.192940399,0.133477175,0.12878718,0.17355865,0.127166703,0.149466232,0.162422406,0.120568779,0.161679608,0.15801561,0.117199351,0.165024715,0.157243451,0.119097953,0.161493886,0.1567562,0.126392696,0.154424354,0.154127429,0.137492468,0.147206602,0.148603765,0.149769207,0.14213615,0.14121281,0.160536849,0.139781861,0.134141581,0.168009843,0.139148838,0.129581827,0.171818874,0.13861728,0.128587668,0.17277451,0.137183071,0.130614962,0.171990591,0.135214275,0.134070301,0.169982319,0.134123626,0.137486661,0.166505696,0.135128256,0.140349418
big_pole_sensor_30cm_4_14 5_filtered.csv,0.038123847,0.04404832,0.023002208,0.036043801,0.047074014,0.02310425,0.033240767,0.048268583,0.025519776,0.030612432,0.046925738,0.029703426,0.029008597,0.043353034,0.034507351,0.028707107,0.038721765,0.038796284,0.029293294,0.034465746,0.041914905,0.029986127,0.031636862,0.043783518,0.030129308,0.030559454,0.04469061,0.029540641,0.030876354,0.044964612,0.028574585,0.031903695,0.044696449,0.027878783,0.033109971,0.043689599,0.027929058,0.034430033,0.041749918,0.028601492,0.036146652,0.039158851,0.029138847,0.038386451,0.036890513,0.028639803,0.040678922,0.036228217,0.026752548,0.04205182,0.0379248,0.024046513,0.041692491,0.041472328,0.021763652,0.039717099,0.045060652,0.021064943,0.037424448,0.046457384,0.022232163,0.036616038,0.044495504,0.024435906,0.03807505,0.040337365,0.026482052,0.039924057,0.037573607,0.028367108,0.03691885,0.040746591,0.032823974,0.021440027,0.052820737,0.045807715,-0.01390967,0.072855792,0.075297241,-0.073104534,0.0951581,0.128653872,-0.15426892,0.110447933,0.209516271,-0.248995861,0.108610545,0.315346222,-0.343570942,0.082059231,0.436365396,-0.421699417,0.028768072,0.556255051,-0.468232458,-0.04580288,0.654870486,-0.473317262,-0.128713916,0.712966118,-0.435902969,-0.202248675,0.718012334,-0.364943314,-0.249214882,0.668907093,-0.27697222,-0.259096608,0.577011912,-0.190445889,-0.232133837,0.462398968,-0.119295542,-0.179033155,0.346777146,-0.068803877,-0.116320566,0.246383162,-0.035573446,-0.059683001,0.167906783,-0.011080445,-0.018428478,0.10869899,0.01330797,0.006751067,0.060458284,0.04222285,0.022295838,0.014335878,0.074614868,0.037740165,-0.034752878,0.104745641,0.061082376,-0.086075008,0.125000399,0.095361379,-0.133630751,0.129215248,0.137450242,-0.168744796,0.115329727,0.179210334,-0.183633886,0.086531978,0.210481389,-0.174680852,0.050484317,0.222866014,-0.144176869,0.016809267,0.212893407,-0.099775191,-0.006210012,0.183261772,-0.051899976,-0.014298961,0.141696843,-0.01031598,-0.008133907,0.098074294,0.0186609,0.007643851,0.061149926,0.033322287,0.026654734,0.036211749,0.035973826,0.043142695,0.024348847,0.031208521,0.053540727,0.023241277,0.02395923,0.056856266,0.02879976,0.018078806,0.054091333,0.036816194,0.015747811,0.047274793,0.044031027,0.017558322,0.038662609,0.048473405,0.022898908,0.030357533,0.049325278,0.03030622,0.024215991,0.046738124,0.037710917,0.021637582,0.041839294,0.042879327,0.022983381,0.036596905,0.044345484,0.027113111,0.033007742
big_pole_sensor_30cm_4_14 4_filtered.csv,0.062467093,0.070996125,0.070514632,0.063132001,0.068823646,0.071213011,0.064525884,0.067366893,0.071237961,0.065307617,0.066805151,0.07169813,0.064711923,0.066669803,0.073282949,0.062956088,0.066369128,0.075753798,0.06093529,0.065717373,0.078147823,0.059541031,0.065017712,0.079479913,0.059179188,0.064675901,0.079357043,0.059788598,0.064747659,0.078075449,0.061174145,0.064840572,0.076248955,0.063249962,0.064447597,0.074351378,0.065951738,0.063433879,0.072550151,0.068911672,0.062258187,0.070929442,0.071271723,0.061681247,0.069808374,0.071993577,0.062160882,0.06969668,0.070592986,0.063479239,0.070760643,0.067738105,0.064986048,0.072227087,0.06511906,0.066289594,0.07238337,0.064489221,0.067778257,0.069504773,0.066415558,0.070372719,0.063378867,0.069599895,0.074397471,0.056547943,0.071400165,0.078110094,0.054353327,0.069503748,0.076791166,0.063412795,0.064015213,0.063127884,0.088949737,0.058914035,0.029076741,0.131992292,0.061987779,-0.031244183,0.187666263,0.082880492,-0.118613024,0.245514955,0.129702333,-0.22688498,0.291995367,0.205371959,-0.343128826,0.314388182,0.30507826,-0.449867136,0.304827076,0.415918915,-0.528935524,0.263129214,0.519153636,-0.566022724,0.197436021,0.594731801,-0.554650055,0.12226748,0.626931584,-0.498291998,0.054361632,0.609328653,-0.409641328,0.007468616,0.547134525,-0.306816487,-0.012026546,0.455542978,-0.207672363,-0.00663187,0.354379523,-0.124661655,0.01449744,0.261393564,-0.062656299,0.040437005,0.187399884,-0.020431794,0.06330584,0.135324722,0.00564647,0.080498263,0.102868373,0.018244649,0.093550789,0.086606109,0.017869227,0.104849878,0.08500009,0.004130864,0.114387457,0.098855072,-0.021708312,0.11845246,0.129332932,-0.054663296,0.110960492,0.174922728,-0.085853547,0.086734031,0.229263395,-0.104659343,0.045049369,0.281292448,-0.102440208,-0.008430302,0.318042956,-0.076173757,-0.06251205,0.329051187,-0.030253864,-0.103994584,0.310427925,0.024580122,-0.122432545,0.266648295,0.074930066,-0.114042021,0.209084365,0.10952061,-0.082961053,0.151857975,0.12296825,-0.039352672,0.106912857,0.116968089,0.004603282,0.080459654,0.098691988,0.038910817,0.07203425,0.077479752,0.058476115,0.076039931,0.061410402,0.063661344,0.084654674,0.054984452,0.059020954,0.090802103,0.058364308,0.051055296,0.090326634,0.068036767,0.045738272,0.082962601,0.078579954,0.046444392,0.071875835,0.085044224,0.052942633,0.061835078,0.085100088,0.061993171,0.056660729,0.079880594,0.069461757
big_pole_sensor_30cm_4_14 3_filtered.csv,0.155611676,0.119260577,0.125070608,0.155428108,0.123330632,0.121121757,0.154015728,0.129373977,0.117425205,0.150507397,0.136144415,0.115768357,0.144869562,0.141938948,0.11725813,0.138051382,0.145224047,0.121697209,0.131719037,0.145445376,0.12744081,0.127473787,0.143515775,0.132075782,0.125957068,0.141483038,0.133648564,0.126479863,0.141452722,0.13169778,0.127445833,0.144400907,0.127487402,0.127304557,0.149558659,0.123305657,0.125512684,0.154751708,0.121148243,0.122929682,0.157635494,0.121526723,0.121266595,0.157159565,0.123253049,0.121837576,0.154232863,0.124439593,0.12451849,0.151025395,0.123999915,0.127737338,0.149374704,0.122554528,0.129506231,0.1494293,0.122144952,0.128741018,0.149436054,0.124970582,0.126029147,0.146827244,0.131801125,0.123445348,0.140167321,0.140725725,0.123409436,0.13125678,0.146876203,0.126784176,0.126460056,0.143741762,0.130773492,0.13613775,0.126204121,0.12776069,0.171479363,0.094293317,0.10639221,0.239374395,0.055627878,0.055325202,0.337534237,0.024627806,-0.03156491,0.452598017,0.018092628,-0.15091603,0.562807191,0.048710397,-0.288813425,0.644618084,0.119311085,-0.423771909,0.680585481,0.220531343,-0.532701071,0.665083464,0.333074939,-0.597379421,0.605410536,0.433623468,-0.608847517,0.518152267,0.501826234,-0.568445803,0.422994137,0.525685582,-0.486061458,0.336923446,0.503945677,-0.377049447,0.270632222,0.445476023,-0.25878906,0.227369155,0.366147262,-0.147145349,0.203888237,0.283918163,-0.05339088,0.193105003,0.213616777,0.01730832,0.187555195,0.163483215,0.065246634,0.182120352,0.134782764,0.094060801,0.174798536,0.124054933,0.108569174,0.165537085,0.126250528,0.113618052,0.154292523,0.13697575,0.114018759,0.139736379,0.153031703,0.114908436,0.119402772,0.171599586,0.121728368,0.091114106,0.189099704,0.139413665,0.054828079,0.200713567,0.170939641,0.013924868,0.201072675,0.215735389,-0.024779437,0.186053114,0.268670754,-0.052602679,0.155045224,0.320385458,-0.061887207,0.112572766,0.359436501,-0.049227175,0.068054959,0.375959131,-0.017527044,0.033139944,0.36554429,0.024457147,0.017294074,0.331442689,0.065391884,0.02361417,0.283607062,0.096144991,0.047247991,0.234622886,0.113539407,0.077687361,0.194503959,0.120832197,0.103920241,0.167219988,0.124608304,0.119522669,0.150815782,0.1301353,0.124716031,0.140648792,0.138277054,0.124397434,0.13323326,0.145942072,0.123885058,0.127938842,0.149371523,0.125641189,0.125764331,0.147312247,0.129025359
big_pole_sensor_30cm_4_14 2_filtered.csv,0.047314973,0.011211926,0.065492998,0.051295536,0.006592854,0.066145781,0.054493205,0.003906089,0.06547984,0.055995685,0.005441337,0.062571752,0.054187158,0.012892003,0.057939114,0.048230465,0.024479066,0.053790548,0.040921094,0.033200302,0.052055761,0.041050664,0.028381773,0.050901226,0.062785389,0.000932811,0.042090691,0.120763494,-0.04992147,0.011808953,0.222263041,-0.112441781,-0.054114282,0.360370389,-0.164185832,-0.162537908,0.512678117,-0.180228255,-0.307097871,0.647631901,-0.144205388,-0.467951656,0.736261974,-0.056409233,-0.618012281,0.763484686,0.065534745,-0.732590336,0.732988659,0.193746276,-0.79727142,0.663279988,0.300927247,-0.8100803,0.577592546,0.369198405,-0.777756057,0.493745845,0.39307238,-0.709688356,0.419426123,0.376819914,-0.614084818,0.35422159,0.329799245,-0.498407987,0.295111806,0.263295028,-0.372072796,0.240651321,0.189466964,-0.247560428,0.191641895,0.12049837,-0.138131707,0.149599239,0.066497464,-0.053763842,0.115394245,0.032928823,0.001727633,0.089046626,0.019447609,0.030814917,0.070093053,0.02103879,0.040189648,0.057725215,0.03068379,0.03804666,0.050607891,0.04200135,0.031895194,0.046805203,0.050791505,0.027285635,0.044067351,0.055327485,0.027411843,0.040311752,0.055768268,0.033440858,0.034024174,0.053135761,0.045304376,0.024500841,0.048239965,0.062520477,0.012032691,0.040918372,0.084574614,-0.001902477,0.029936883,0.110616929,-0.014592305,0.013723322,0.138699596,-0.022489465,-0.008305178,0.165185581,-0.022206401,-0.03448003,0.184975247,-0.011878132,-0.06045517,0.192799389,0.007669634,-0.08009916,0.185218066,0.032616675,-0.087581726,0.162418913,0.057117806,-0.079826053,0.128777208,0.075326596,-0.058097121,0.091653161,0.083576783,-0.027780009,0.058861461,0.08160313,0.003646836,0.036049435,0.072211978,0.029372118,0.025210624,0.059803892,0.045368851,0.024695387,0.048665075,0.051215895,0.0303636,0.041566836,0.049628659,0.037481748,0.039023826,0.044848415,0.042633745,0.039633907,0.040607218,0.04464602,0.041285242,0.038777964,0.044215576,0.042388799,0.039269337,0.042803918,0.042440453,0.040867574,0.041614831,0.041815287,0.042291626,0.041139854,0.041174542,0.042861432,0.041263013,0.040952176,0.042598081,0.041624249,0.041172984,0.041932591,0.041934224,0.041577622,0.041327217,0.04209426,0.041869772,0.041036067,0.042146675,0.041899849,0.041069347,0.042166028,0.041702635,0.041293053,0.042186286,0.041420934,0.041554354,0.042191021,0.041200103,0.041760431,0.042141563
big_pole_sensor_30cm_4_14 1_filtered.csv,0.110483857,0.171431441,-0.011373559,0.098128665,0.172636193,0.001799357,0.086239896,0.167747412,0.018990484,0.076211174,0.159606264,0.035609803,0.068578406,0.152811951,0.047489221,0.06248886,0.150652916,0.053997828,0.056693037,0.151223766,0.059578539,0.052156825,0.14506616,0.071933054,0.05498126,0.116906976,0.096823258,0.077113151,0.052410841,0.132065264,0.132711607,-0.052439675,0.16488825,0.23060076,-0.184653642,0.175607149,0.366661525,-0.315446517,0.146621844,0.521508622,-0.41045507,0.071715627,0.66633253,-0.444156955,-0.040137238,0.774395774,-0.410428997,-0.168642991,0.831419236,-0.323448634,-0.290711893,0.838709852,-0.209371625,-0.388044961,0.808000228,-0.094615981,-0.449965959,0.752493302,0.002483935,-0.471840157,0.680525866,0.073453368,-0.452586653,0.595447919,0.116725111,-0.39452329,0.500062273,0.134341134,-0.305432616,0.400599492,0.130967837,-0.199622128,0.306511494,0.114211647,-0.095181174,0.226742653,0.093665181,-0.008215509,0.166107596,0.077974154,0.052265892,0.124492211,0.071807772,0.085750332,0.098626858,0.074961199,0.097845143,0.084392202,0.083968417,0.096408193,0.0780912,0.094731073,0.088557311,0.076602894,0.104363341,0.079470041,0.077228756,0.111513274,0.072459271,0.077884841,0.115666705,0.069332384,0.077600024,0.116474746,0.070471597,0.076757056,0.113766557,0.074811915,0.076621233,0.108060795,0.080209469,0.078326971,0.100867596,0.084354597,0.0820004,0.09428432,0.085835187,0.086623765,0.090024071,0.084727686,0.090717907,0.088517083,0.082328338,0.093349318,0.088761955,0.080169964,0.094707059,0.089138253,0.078998557,0.095745713,0.08865297,0.078509568,0.097123077,0.087613489,0.078073993,0.098394053,0.087086981,0.077716728,0.098356102,0.087658446,0.078227712,0.096301162,0.088823084,0.080238815,0.092812951,0.089596749,0.083416043,0.089307624,0.089451012,0.086646912,0.086994823,0.088608348,0.088847879,0.086239535,0.087680718,0.089597824,0.086622553,0.087155425,0.089212361,0.08741455,0.08713467,0.088379435,0.088039499,0.087407269,0.087705846,0.088277569,0.087687937,0.087456232,0.088204323,0.087815447,0.087559313,0.088009395,0.087802387,0.087782776,0.087843451,0.087758504,0.087922695,0.087762322,0.087779184,0.087902716,0.087752326,0.087880282,0.087765881,0.08778191,0.088005128,0.087605273,0.087834591,0.088077883,0.087494062,0.087910185,0.088057901,0.087452891,0.088007527,0.087961868,0.087458759,0.08810993,0.087847714,0.087475538,0.08818583,0.087777734,0.087481959
